tyden,vek,poradi_davky,pocet_davek
2022-W45,70-79,1,12
2022-W45,60-69,2,33
2022-W45,60-69,3,575
2022-W45,60-69,4,12524
2022-W45,60-69,6,7
2022-W45,70-79,2,30
2022-W45,60-69,1,20
2022-W45,70-79,4,16086
2022-W45,70-79,6,10
2022-W45,80-129,1,9
2022-W45,80-129,2,13
2022-W45,80-129,3,206
2022-W45,80-129,4,6681
2022-W45,70-79,3,472
2022-W45,50-59,4,4729
2022-W45,80-129,6,1
2022-W45,50-59,2,28
2022-W45,50-59,3,526
2022-W45,0-29,2,131
2022-W45,0-29,3,678
2022-W45,0-29,4,718
2022-W45,30-39,1,70
2022-W45,30-39,2,72
2022-W45,30-39,3,622
2022-W45,0-29,1,110
2022-W45,30-39,6,1
2022-W45,40-49,1,44
2022-W45,40-49,2,44
2022-W45,40-49,3,625
2022-W45,40-49,4,3131
2022-W45,50-59,1,27
2022-W45,30-39,4,1468
2022-W46,60-69,3,330
2022-W46,60-69,4,7510
2022-W46,60-69,6,1
2022-W46,70-79,1,7
2022-W46,70-79,2,20
2022-W46,70-79,3,298
2022-W46,80-129,1,14
2022-W46,70-79,6,3
2022-W46,80-129,2,13
2022-W46,80-129,3,134
2022-W46,80-129,4,3997
2022-W46,60-69,2,17
2022-W46,70-79,4,9731
2022-W46,50-59,4,3071
2022-W46,60-69,1,21
2022-W46,50-59,2,23
2022-W46,50-59,3,297
2022-W46,0-29,1,86
2022-W46,0-29,2,84
2022-W46,0-29,3,456
2022-W46,30-39,1,40
2022-W46,30-39,2,38
2022-W46,30-39,3,358
2022-W46,0-29,4,497
2022-W46,40-49,1,20
2022-W46,40-49,2,35
2022-W46,40-49,3,373
2022-W46,40-49,4,2040
2022-W46,50-59,1,22
2022-W46,30-39,4,933
2022-W47,70-79,2,20
2022-W47,60-69,3,380
2022-W47,60-69,2,16
2022-W47,60-69,4,8127
2022-W47,60-69,5,34
2022-W47,60-69,6,5
2022-W47,70-79,1,15
2022-W47,70-79,3,320
2022-W47,80-129,5,19
2022-W47,70-79,5,38
2022-W47,70-79,6,2
2022-W47,80-129,1,16
2022-W47,80-129,2,16
2022-W47,80-129,3,184
2022-W47,80-129,4,4713
2022-W47,80-129,6,1
2022-W47,60-69,1,15
2022-W47,70-79,4,10771
2022-W47,50-59,5,12
2022-W47,0-29,5,5
2022-W47,50-59,3,322
2022-W47,50-59,4,3280
2022-W47,0-29,2,132
2022-W47,0-29,3,528
2022-W47,0-29,4,512
2022-W47,30-39,1,63
2022-W47,30-39,2,51
2022-W47,30-39,3,370
2022-W47,30-39,4,996
2022-W47,0-29,1,89
2022-W47,40-49,1,28
2022-W47,40-49,2,33
2022-W47,40-49,3,354
2022-W47,40-49,4,2180
2022-W47,40-49,5,8
2022-W47,50-59,1,23
2022-W47,50-59,2,28
2022-W47,30-39,5,6
2022-W48,60-69,1,15
2022-W48,60-69,2,16
2022-W48,60-69,3,245
2022-W48,60-69,4,5585
2022-W48,60-69,5,28
2022-W48,70-79,1,6
2022-W48,70-79,2,12
2022-W48,80-129,1,4
2022-W48,70-79,4,7289
2022-W48,70-79,5,36
2022-W48,80-129,2,3
2022-W48,80-129,3,86
2022-W48,80-129,4,2988
2022-W48,80-129,5,11
2022-W48,50-59,5,22
2022-W48,70-79,3,252
2022-W48,50-59,4,2261
2022-W48,0-29,2,96
2022-W48,50-59,2,16
2022-W48,0-29,3,455
2022-W48,0-29,4,359
2022-W48,0-29,5,8
2022-W48,30-39,1,40
2022-W48,30-39,2,46
2022-W48,30-39,3,268
2022-W48,30-39,4,745
2022-W48,0-29,1,77
2022-W48,40-49,1,33
2022-W48,30-39,5,5
2022-W48,50-59,1,7
2022-W48,40-49,5,14
2022-W48,50-59,3,217
2022-W48,40-49,3,268
2022-W48,40-49,2,27
2022-W48,40-49,4,1576
2022-W49,50-59,5,15
2022-W49,60-69,1,11
2022-W49,60-69,2,10
2022-W49,60-69,3,196
2022-W49,60-69,4,4145
2022-W49,60-69,5,19
2022-W49,70-79,1,10
2022-W49,70-79,3,179
2022-W49,70-79,4,5308
2022-W49,80-129,1,17
2022-W49,80-129,2,8
2022-W49,80-129,3,102
2022-W49,80-129,4,2267
2022-W49,50-59,4,1760
2022-W49,80-129,5,14
2022-W49,70-79,2,8
2022-W49,70-79,5,31
2022-W49,50-59,3,194
2022-W49,50-59,1,17
2022-W49,50-59,2,22
2022-W49,0-29,1,51
2022-W49,0-29,2,62
2022-W49,0-29,3,357
2022-W49,0-29,4,298
2022-W49,30-39,1,34
2022-W49,30-39,2,31
2022-W49,0-29,5,2
2022-W49,30-39,4,585
2022-W49,30-39,5,2
2022-W49,40-49,1,18
2022-W49,40-49,2,21
2022-W49,40-49,3,233
2022-W49,40-49,4,1192
2022-W49,40-49,5,12
2022-W49,30-39,3,249
2022-W50,70-79,1,4
2022-W50,60-69,1,8
2022-W50,60-69,2,11
2022-W50,60-69,3,115
2022-W50,60-69,4,2540
2022-W50,60-69,5,38
2022-W50,70-79,2,8
2022-W50,50-59,5,19
2022-W50,70-79,4,3245
2022-W50,70-79,5,36
2022-W50,80-129,1,4
2022-W50,80-129,2,15
2022-W50,80-129,3,53
2022-W50,80-129,4,1475
2022-W50,80-129,5,18
2022-W50,70-79,3,120
2022-W50,50-59,4,1146
2022-W50,40-49,5,14
2022-W50,50-59,2,9
2022-W50,0-29,2,72
2022-W50,0-29,3,296
2022-W50,0-29,4,213
2022-W50,0-29,5,6
2022-W50,30-39,1,31
2022-W50,30-39,2,43
2022-W50,30-39,3,182
2022-W50,0-29,1,54
2022-W50,30-39,5,5
2022-W50,40-49,1,18
2022-W50,40-49,2,24
2022-W50,40-49,3,182
2022-W50,40-49,4,834
2022-W50,50-59,3,143
2022-W50,50-59,1,15
2022-W50,30-39,4,418
2022-W51,50-59,4,490
2022-W51,50-59,5,8
2022-W51,60-69,1,5
2022-W51,60-69,2,4
2022-W51,60-69,3,55
2022-W51,60-69,4,779
2022-W51,60-69,5,15
2022-W51,70-79,4,911
2022-W51,70-79,2,4
2022-W51,70-79,3,31
2022-W51,70-79,5,20
2022-W51,80-129,3,15
2022-W51,80-129,5,15
2022-W51,50-59,3,70
2022-W51,70-79,1,2
2022-W51,50-59,2,12
2022-W51,80-129,4,410
2022-W51,40-49,5,9
2022-W51,0-29,2,59
2022-W51,0-29,3,211
2022-W51,0-29,4,152
2022-W51,0-29,5,1
2022-W51,30-39,1,19
2022-W51,30-39,2,27
2022-W51,0-29,1,51
2022-W51,30-39,4,198
2022-W51,30-39,3,110
2022-W51,40-49,4,364
2022-W51,40-49,3,80
2022-W51,50-59,1,13
2022-W51,40-49,1,22
2022-W51,30-39,5,4
2022-W51,40-49,2,19
2022-W52,50-59,3,20
2022-W52,50-59,4,163
2022-W52,50-59,5,8
2022-W52,60-69,1,1
2022-W52,60-69,2,2
2022-W52,60-69,3,13
2022-W52,60-69,5,5
2022-W52,70-79,3,7
2022-W52,70-79,5,5
2022-W52,80-129,3,6
2022-W52,80-129,4,80
2022-W52,50-59,2,16
2022-W52,80-129,5,2
2022-W52,60-69,4,174
2022-W52,70-79,4,190
2022-W52,50-59,1,3
2022-W52,40-49,4,140
2022-W52,40-49,5,9
2022-W52,0-29,1,20
2022-W52,0-29,2,26
2022-W52,0-29,3,86
2022-W52,0-29,5,1
2022-W52,30-39,1,2
2022-W52,0-29,4,57
2022-W52,30-39,3,31
2022-W52,30-39,4,87
2022-W52,30-39,5,1
2022-W52,40-49,1,5
2022-W52,40-49,2,12
2022-W52,40-49,3,36
2022-W52,30-39,2,12
2023-W01,70-79,1,3
2023-W01,60-69,1,6
2023-W01,60-69,2,7
2023-W01,60-69,3,70
2023-W01,60-69,4,918
2023-W01,60-69,5,32
2023-W01,70-79,2,2
2023-W01,80-129,4,361
2023-W01,70-79,4,1058
2023-W01,70-79,5,25
2023-W01,80-129,1,1
2023-W01,80-129,2,3
2023-W01,80-129,3,14
2023-W01,80-129,5,13
2023-W01,50-59,5,14
2023-W01,70-79,3,31
2023-W01,50-59,4,605
2023-W01,0-29,2,82
2023-W01,50-59,2,11
2023-W01,0-29,1,88
2023-W01,0-29,3,278
2023-W01,0-29,4,193
2023-W01,0-29,5,5
2023-W01,30-39,1,32
2023-W01,30-39,2,41
2023-W01,30-39,3,148
2023-W01,50-59,3,83
2023-W01,30-39,5,12
2023-W01,40-49,1,22
2023-W01,40-49,2,19
2023-W01,40-49,3,131
2023-W01,40-49,4,536
2023-W01,40-49,5,20
2023-W01,50-59,1,9
2023-W01,30-39,4,288
2023-W02,50-59,5,28
2023-W02,60-69,1,13
2023-W02,60-69,2,7
2023-W02,60-69,3,78
2023-W02,60-69,4,1259
2023-W02,60-69,5,49
2023-W02,70-79,1,4
2023-W02,70-79,5,53
2023-W02,70-79,3,51
2023-W02,70-79,4,1319
2023-W02,80-129,2,1
2023-W02,80-129,3,20
2023-W02,80-129,4,479
2023-W02,50-59,4,784
2023-W02,70-79,2,2
2023-W02,80-129,5,22
2023-W02,50-59,3,136
2023-W02,50-59,1,24
2023-W02,50-59,2,13
2023-W02,0-29,1,91
2023-W02,0-29,2,66
2023-W02,0-29,3,332
2023-W02,30-39,1,69
2023-W02,30-39,2,26
2023-W02,30-39,3,185
2023-W02,0-29,4,163
2023-W02,30-39,5,10
2023-W02,40-49,1,43
2023-W02,40-49,2,18
2023-W02,40-49,3,170
2023-W02,40-49,4,605
2023-W02,40-49,5,30
2023-W02,30-39,4,366
2023-W03,60-69,5,49
2023-W03,60-69,1,10
2023-W03,60-69,2,5
2023-W03,60-69,3,49
2023-W03,60-69,4,910
2023-W03,80-129,5,22
2023-W03,70-79,1,7
2023-W03,80-129,4,410
2023-W03,70-79,3,44
2023-W03,70-79,4,979
2023-W03,70-79,5,52
2023-W03,80-129,1,2
2023-W03,80-129,2,7
2023-W03,80-129,3,16
2023-W03,50-59,5,17
2023-W03,70-79,2,6
2023-W03,50-59,4,562
2023-W03,40-49,1,17
2023-W03,50-59,2,8
2023-W03,0-29,1,53
2023-W03,0-29,2,28
2023-W03,0-29,3,265
2023-W03,0-29,4,156
2023-W03,0-29,5,3
2023-W03,30-39,1,47
2023-W03,30-39,2,17
2023-W03,50-59,3,76
2023-W03,30-39,4,276
2023-W03,30-39,5,9
2023-W03,40-49,2,11
2023-W03,40-49,3,122
2023-W03,40-49,4,452
2023-W03,40-49,5,20
2023-W03,50-59,1,11
2023-W03,30-39,3,137
2023-W04,60-69,1,10
2023-W04,60-69,2,4
2023-W04,60-69,3,55
2023-W04,60-69,4,580
2023-W04,60-69,5,23
2023-W04,70-79,1,3
2023-W04,70-79,2,5
2023-W04,80-129,1,8
2023-W04,70-79,4,652
2023-W04,70-79,5,34
2023-W04,80-129,2,3
2023-W04,80-129,3,14
2023-W04,80-129,4,264
2023-W04,80-129,5,15
2023-W04,50-59,5,19
2023-W04,70-79,3,31
2023-W04,50-59,4,379
2023-W04,50-59,3,61
2023-W04,50-59,2,5
2023-W04,0-29,2,65
2023-W04,0-29,3,170
2023-W04,0-29,4,140
2023-W04,0-29,5,2
2023-W04,30-39,1,41
2023-W04,30-39,2,27
2023-W04,30-39,3,129
2023-W04,0-29,1,58
2023-W04,30-39,5,4
2023-W04,40-49,1,14
2023-W04,40-49,2,19
2023-W04,40-49,3,113
2023-W04,40-49,4,319
2023-W04,40-49,5,17
2023-W04,50-59,1,12
2023-W04,30-39,4,195
